"","biological_rep","species_confirmed","CV"
"154",3,"euccam",0.175690049803114
"155",3,"euccoc",0.191149848823632
"156",3,"euccre",0.120408085384809
"157",3,"eucdel",0.178663446971963
"158",3,"eucdis",0.0817206661673034
"159",3,"eucdum",0.084559534899149
"160",3,"eucfib",0.0902494777614391
"161",3,"eucgil",0.129301181296027
"162",3,"eucglo",0.0962528199175458
"163",3,"euchae",0.0425282620958171
"164",3,"eucmed",0.0910780639136342
"165",3,"eucobl",0.0808295549667475
"166",3,"eucpla",0.036415268331349
"167",3,"eucpru",0.0193954980142893
"168",3,"eucpun",0.189261925476421
"169",3,"eucrub",0.161801774341634
"170",3,"eucsoc",0.108555318712273
"171",3,"eucten",0.161992361059817
"172",3,"eucter",0.0449973295269288
"173",3,"grepte",NA
"174",4,"acabin",0.200792304329795
"175",4,"acafal",0.134210190512058
"176",4,"acaimp",0.401575028136914
"177",5,"acaimp",0.196158741118601
